['restSensorValues and extensionSensorValues'],0.50350877193
['restSensorValues and restPointsX'],0.496363754213
['restSensorValues and restPointsY'],0.510217353729
['restSensorValues and extensionPointsX'],0.496242762078
['restSensorValues and extensionPointsY'],0.503262466511
['restSensorValues and vectorsBetweenX'],0.489469363063
['restSensorValues and vectorsBetweenY'],0.517608676865
['restSensorValues and anglesBetween'],0.52092947887
['extensionSensorValues and restSensorValues'],0.50350877193
['extensionSensorValues and restPointsX'],0.489722150203
['extensionSensorValues and restPointsY'],0.521115288221
['extensionSensorValues and extensionPointsX'],0.507080200501
['extensionSensorValues and extensionPointsY'],0.510467980296
['extensionSensorValues and vectorsBetweenX'],0.496428571429
['extensionSensorValues and vectorsBetweenY'],0.510588972431
['extensionSensorValues and anglesBetween'],0.514223057644
['restPointsX and restSensorValues'],0.496363754213
['restPointsX and extensionSensorValues'],0.489722150203
['restPointsX and restPointsY'],0.465031112263
['restPointsX and extensionPointsX'],0.539160401003
['restPointsX and extensionPointsY'],0.538909774436
['restPointsX and vectorsBetweenX'],0.549751534007
['restPointsX and vectorsBetweenY'],0.548692852822
['restPointsX and anglesBetween'],0.566673148388
['restPointsY and restSensorValues'],0.510217353729
['restPointsY and extensionSensorValues'],0.521115288221
['restPointsY and restPointsX'],0.465031112263
['restPointsY and extensionPointsX'],0.524505228589
['restPointsY and extensionPointsY'],0.475302480339
['restPointsY and vectorsBetweenX'],0.507391323135
['restPointsY and vectorsBetweenY'],0.482447498055
['restPointsY and anglesBetween'],0.518096966554
['extensionPointsX and restSensorValues'],0.496242762078
['extensionPointsX and extensionSensorValues'],0.507080200501
['extensionPointsX and restPointsX'],0.539160401003
['extensionPointsX and restPointsY'],0.524505228589
['extensionPointsX and extensionPointsY'],0.564097744361
['extensionPointsX and vectorsBetweenX'],0.574375594158
['extensionPointsX and vectorsBetweenY'],0.500002160574
['extensionPointsX and anglesBetween'],0.577761213378
['extensionPointsY and restSensorValues'],0.503262466511
['extensionPointsY and extensionSensorValues'],0.510467980296
['extensionPointsY and restPointsX'],0.538909774436
['extensionPointsY and restPointsY'],0.475302480339
['extensionPointsY and extensionPointsX'],0.564097744361
['extensionPointsY and vectorsBetweenX'],0.535895773918
['extensionPointsY and vectorsBetweenY'],0.457389162562
['extensionPointsY and anglesBetween'],0.524814190649
['vectorsBetweenX and restSensorValues'],0.489469363063
['vectorsBetweenX and extensionSensorValues'],0.496428571429
['vectorsBetweenX and restPointsX'],0.549751534007
['vectorsBetweenX and restPointsY'],0.507391323135
['vectorsBetweenX and extensionPointsX'],0.574375594158
['vectorsBetweenX and extensionPointsY'],0.535895773918
['vectorsBetweenX and vectorsBetweenY'],0.563847117794
['vectorsBetweenX and anglesBetween'],0.570557860168
['vectorsBetweenY and restSensorValues'],0.517608676865
['vectorsBetweenY and extensionSensorValues'],0.510588972431
['vectorsBetweenY and restPointsX'],0.548692852822
['vectorsBetweenY and restPointsY'],0.482447498055
['vectorsBetweenY and extensionPointsX'],0.500002160574
['vectorsBetweenY and extensionPointsY'],0.457389162562
['vectorsBetweenY and vectorsBetweenX'],0.563847117794
['vectorsBetweenY and anglesBetween'],0.566794140524
['anglesBetween and restSensorValues'],0.52092947887
['anglesBetween and extensionSensorValues'],0.514223057644
['anglesBetween and restPointsX'],0.566673148388
['anglesBetween and restPointsY'],0.518096966554
['anglesBetween and extensionPointsX'],0.577761213378
['anglesBetween and extensionPointsY'],0.524814190649
['anglesBetween and vectorsBetweenX'],0.570557860168
['anglesBetween and vectorsBetweenY'],0.566794140524
