['restSensorValues and extensionSensorValues'],0.532587723043
['restSensorValues and restPointsX'],0.528814138137
['restSensorValues and restPointsY'],0.521194399385
['restSensorValues and extensionPointsX'],0.506030336663
['restSensorValues and extensionPointsY'],0.536654429551
['restSensorValues and vectorsBetweenX'],0.517348245539
['restSensorValues and vectorsBetweenY'],0.532587723043
['restSensorValues and anglesBetween'],0.517568798201
['extensionSensorValues and restSensorValues'],0.532587723043
['extensionSensorValues and restPointsX'],0.54798087595
['extensionSensorValues and restPointsY'],0.532813967387
['extensionSensorValues and extensionPointsX'],0.544062153163
['extensionSensorValues and extensionPointsY'],0.50980961325
['extensionSensorValues and vectorsBetweenX'],0.54805344489
['extensionSensorValues and vectorsBetweenY'],0.521275505848
['extensionSensorValues and anglesBetween'],0.543989584223
['restPointsX and restSensorValues'],0.528814138137
['restPointsX and extensionSensorValues'],0.54798087595
['restPointsX and restPointsY'],0.589702325052
['restPointsX and extensionPointsX'],0.559220524204
['restPointsX and extensionPointsY'],0.674479922593
['restPointsX and vectorsBetweenX'],0.574460001708
['restPointsX and vectorsBetweenY'],0.541237656166
['restPointsX and anglesBetween'],0.53650929167
['restPointsY and restSensorValues'],0.521194399385
['restPointsY and extensionSensorValues'],0.532813967387
['restPointsY and restPointsX'],0.589702325052
['restPointsY and extensionPointsX'],0.555377216199
['restPointsY and extensionPointsY'],0.639928569396
['restPointsY and vectorsBetweenX'],0.581937448419
['restPointsY and vectorsBetweenY'],0.632163692763
['restPointsY and anglesBetween'],0.601679046074
['extensionPointsX and restSensorValues'],0.506030336663
['extensionPointsX and extensionSensorValues'],0.544062153163
['extensionPointsX and restPointsX'],0.559220524204
['extensionPointsX and restPointsY'],0.555377216199
['extensionPointsX and extensionPointsY'],0.655687412846
['extensionPointsX and vectorsBetweenX'],0.559072540482
['extensionPointsX and vectorsBetweenY'],0.525113122172
['extensionPointsX and anglesBetween'],0.536506445829
['extensionPointsY and restSensorValues'],0.536654429551
['extensionPointsY and extensionSensorValues'],0.50980961325
['extensionPointsY and restPointsX'],0.674479922593
['extensionPointsY and restPointsY'],0.639928569396
['extensionPointsY and extensionPointsX'],0.655687412846
['extensionPointsY and vectorsBetweenX'],0.674404507812
['extensionPointsY and vectorsBetweenY'],0.635937277669
['extensionPointsY and anglesBetween'],0.682099661345
['vectorsBetweenX and restSensorValues'],0.517348245539
['vectorsBetweenX and extensionSensorValues'],0.54805344489
['vectorsBetweenX and restPointsX'],0.574460001708
['vectorsBetweenX and restPointsY'],0.581937448419
['vectorsBetweenX and extensionPointsX'],0.559072540482
['vectorsBetweenX and extensionPointsY'],0.674404507812
['vectorsBetweenX and vectorsBetweenY'],0.571060644868
['vectorsBetweenX and anglesBetween'],0.566767694015
['vectorsBetweenY and restSensorValues'],0.532587723043
['vectorsBetweenY and extensionSensorValues'],0.521275505848
['vectorsBetweenY and restPointsX'],0.541237656166
['vectorsBetweenY and restPointsY'],0.632163692763
['vectorsBetweenY and extensionPointsX'],0.525113122172
['vectorsBetweenY and extensionPointsY'],0.635937277669
['vectorsBetweenY and vectorsBetweenX'],0.571060644868
['vectorsBetweenY and anglesBetween'],0.482788354819
['anglesBetween and restSensorValues'],0.517568798201
['anglesBetween and extensionSensorValues'],0.543989584223
['anglesBetween and restPointsX'],0.53650929167
['anglesBetween and restPointsY'],0.601679046074
['anglesBetween and extensionPointsX'],0.536506445829
['anglesBetween and extensionPointsY'],0.682099661345
['anglesBetween and vectorsBetweenX'],0.566767694015
['anglesBetween and vectorsBetweenY'],0.482788354819
