Feature Combination,time,inertia,homogeneity_score,completeness_score,v_measure_score,adjusted_rand_score,adjusted_mutual_info_score
['vectorsBetweenX and vectorsBetweenY'],0.0,407.369645254,0.000598490257536,0.00133272568457,0.000826032263707,-0.009104039917713637,-0.0152843741437
['vectorsBetweenX and anglesBetween'],0.0,61.1321966513,0.0243571441948,0.0373227894659,0.0294772225202,0.021709491347666473,0.0101666215365
['vectorsBetweenY and restSensorValues'],0.0,40755840.8607,0.000141934453201,0.000144979382796,0.000143440760541,-0.018650540621561067,-0.0138701941133
['vectorsBetweenY and extensionSensorValues'],0.0,49868042.2501,0.000924085241994,0.00101912348561,0.0009692803037,-0.012507575691034806,-0.0132288541203
['vectorsBetweenY and restPointsX'],0.0,382.383536533,0.0312822197191,0.0366987677957,0.0337747055338,0.01944707242720486,0.0176410364884
['vectorsBetweenY and restPointsY'],0.0,339.026637986,0.0217387413483,0.0217387413483,0.0217387413483,-0.007285397529299908,0.00752771417029
['vectorsBetweenY and extensionPointsX'],0.0,307.676971449,0.00480106432087,0.015510147749,0.00733242474285,-0.0025984824862279893,-0.0127475522286
['vectorsBetweenY and extensionPointsY'],0.0,388.608590404,0.00214511664164,0.00415640236683,0.0028297836996,-0.016046577676796275,-0.0135548773854
['vectorsBetweenY and vectorsBetweenX'],0.0,385.204685615,0.0139080660954,0.0224096517168,0.0171637942044,-0.025475249240073737,-0.00100210991979
['vectorsBetweenY and anglesBetween'],0.0,219.294150916,0.0449222713135,0.0559124306848,0.0498184321715,0.005090085741616655,0.0312616756458
['anglesBetween and restSensorValues'],0.0,42611451.0114,0.0223498944351,0.0223498944351,0.0223498944351,0.01603375527426167,0.00858873640031
['anglesBetween and extensionSensorValues'],0.0,52184740.2193,5.98931383669e-05,6.77056606895e-05,6.35602299377e-05,-0.016509765350569028,-0.0141307156962
['anglesBetween and restPointsX'],0.0,47.7426951495,0.0145134536111,0.106376899383,0.0255420909319,-0.011560086175187695,-0.00434534771719
['anglesBetween and restPointsY'],0.0,64.3883259111,5.15299915246e-05,5.33970798555e-05,5.24469240626e-05,-0.018308485684415766,-0.0139267093975
['anglesBetween and extensionPointsX'],0.0,31.9407520171,0.00480106432087,0.015510147749,0.00733242474285,-0.0025984824862279893,-0.0127475522286
['anglesBetween and extensionPointsY'],0.0,152.120150263,0.0182112551827,0.035863765752,0.0241562251343,0.019756200084069024,0.00311414253205
['anglesBetween and vectorsBetweenX'],0.0,61.4397586062,0.0166554945456,0.0272756577001,0.0206818872181,0.01906898485698257,0.00210166081968
['anglesBetween and vectorsBetweenY'],0.0,217.668772143,0.0712615073444,0.0698110363051,0.0705288151426,0.04951121738518882,0.0565954503994
